COMPANY NAME,PHONE,MAIN CONTACT NAME,ADDRESS,CITY,STATE,ZIP CODE,CUSTOMER TYPE,CREDIT LIMIT,DEFAULT PAYMENT TERMS,CREDIT HOLD,ACCOUNT HOLD,CURRENCY
Internal-Dana Group,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Energy Matrials,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-ETERNITY SOLUTIONS,,,308 West 10th Street,Deer Park,NY,11729,caller," "," ",NO,NO," "
Internal-EVANS DELIVERY,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-EVEREST,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-FR. Meyers SOHN,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Get Logistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Givens Transportation,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Gravity Concepts,,,4838 Borusan Road,Baytown,TX,77523,caller," "," ",NO,NO," "
Internal-IMC,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-International Cargo,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-ITG,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-James Worldwide,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Kerry Projects Logistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Load Karma,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Lotz,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-MLM,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,"caller,consignee,shipper,containerReturn,chassisTermination,chassisPick"," "," ",NO,NO," "
Internal-MODE Transportation,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
INTERNAL-MRS GLOBAL,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
INTERNAL-NOLAN,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
Internal-Pace Logistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Pro Solutions Logistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Rush Translogistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-SDB,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Selecta Resources,,,4838 Borusan Road,Baytown,TX,77523,caller," "," ",NO,NO," "
Internal-Shah Logistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-SNA CARGO,,,4838 Borusan Road,Baytown,TX,77523,caller," "," ",NO,NO," "
Internal-Spin Wheel Trucking,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Total Quality Logistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-Transcargo,,,4838 Borusan Road,Baytown,TX,77523,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
Internal-Transjet Cargo,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Internal-WorldExpress,8324638282,IAM,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
INTERNATIONAL CARGO INC,,,4820 Schaefer Avenue,Chino,CA,91710,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
INVIA GLOBAL LOGISTICS,,,2001 Timberloch Pl,Spring,TX,77380,caller," ",30,NO,NO," "
ITG TRANSPORTSTION SVCS.,,,1500 Eisenhower Ln STE 100,Lisle,IL,60532,caller," ",30,NO,NO," "
ITS4LOGISTICS,,,1485 East Sam Houston Pkwy S,Pasadena,TX,77503,caller," "," ",NO,NO," "
James Worldwide,,,1561 East Orangethorpe Avenue,Fullerton,CA,92831,caller," ",30,NO,NO," "
Janel Group,,,4838 Borusan Road,Baytown,TX,77523,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
JETCO,,,3010 Aldine Bender Rd,Houston,TX,77032,caller," ",30,NO,NO," "
Jindal SAW USA LLC,2815733630,,1411 S Farm-to-Market 565 Rd,Baytown,TX,77523,"caller,consignee,shipper,containerReturn"," "," ",NO,NO," "
"JNB Logistics, LLC",8324958530,,9205 Eagle Drive,Mont Belvieu,TX,77523,caller," ",30,NO,NO," "
Journey Freight,,,18100 Rte Transcanadienne,Kirkland,QC,H9J 4A1,caller," ",30,NO,NO," "
Karamtara Engineering Limited,,,"902 9th Floor, Ascent Sudam Kalu Ahire Marg, Opp, GSK",Mumbai,MH,400 030,caller," ",30,NO,NO," "
KCH TRANSPORTATION,,,1208 King St,Chattanooga,TN,37403,caller," ",30,YES,NO," "
KEEN TRANSPORT,,,1951 Harrisburg Pike,Carlisle,PA,17015,caller," ",30,NO,NO," "
Kintetsu World Express,,,18450 South Wilmington Avenue,Rancho Dominguez,CA,90220,caller," ",30,NO,NO," "
KLN Project Logistics (US) LLC,,,2506 Twinwood Pkwy bldg 3,Brookshire,TX,77423,caller," ",30,NO,NO," "
KNX LOGISTICS,,,2200 S 75TH ST AVE Phoenix 85043 AZ US,Phoenix,AZ,85043,"caller,shipper,containerReturn"," ",30,YES,NO," "
KO FREIGHT,,,1107 West Market Street,Greensboro,NC,27403,caller," ",30,NO,NO," "
KPM AMERICA CORP,7868576607,,8300 NW 93rd ST Bay 4,Medley,FL,33166,caller," ",30,NO,NO," "
"KTI, LLC",,,1000 Boone Avenue North,Minneapolis,MN,55427,caller," ",30,NO,NO," "
KUEHNE+NAGEL,,,4100 N Commerce Dr,East Point,GA,30344,"caller,consignee,shipper,containerReturn,chassisTermination,chassisPick"," ",30,NO,NO," "
Landstar Global Logistics,3463470742,Angela patterson,13410 Sutton Park Dr S,Jacksonville,FL,32224,"caller,consignee,shipper,containerReturn,chassisTermination,chassisPick"," ",30,NO,NO," "
Landstar Ranger Inc,3462017588,,PO Box 19139,Jacksonville,FL,32245,caller," ",30,YES,NO," "
Law Offices of Seth Kretzer dba Black Rabbit 3PL in Receivership,,,3800 Brittmoore Rd STE 190,Houston,TX,77043,"caller,consignee,shipper,containerReturn"," "," ",NO,NO," "
LCY Elastomers,,,4903 Decker Dr,Baytown,TX,77520,"caller,consignee"," ",30,NO,NO," "
LINK LOGISTICS,,,1485 East Sam Houston Pkwy S,Pasadena,TX,77503,caller," ",30,NO,NO," "
LLL National Services Corp,,,9110 North Loop 1604 West,San Antonio,TX,78249,caller," ",30,NO,NO," "
LOAD KARMA,,,3753 Howard Hughes Parkway,Las Vegas,NV,89119,caller," ",30,NO,NO," "
LOGISTICS PLUS,,,1406 Peach Street,Erie,PA,16501,caller," "," ",NO,NO," "
LOGISTICS PLUS INC.,,,1406 Peach St,Erie,PA,16501,caller," ",30,NO,NO," "
Logistify LLC,,,2745 Dallas Parkway,Plano,TX,75093,caller," ",30,NO,NO," "
LONESTAR FULFILLMENT LLC DBA THRIVE 3PL,,,1485 East Sam Houston Pkwy S #100,Pasadena,TX,77503,caller," "," ",NO,NO," "
LONGWAY LOGISTICS SERVICES,8138563232,,6600 Mykawa Rd,Houston,TX,77033,caller," "," ",NO,NO," "
Lotz Logistics,,,807 Dayton Road,Ottawa,IL,61350,caller," "," ",NO,NO," "
LP GLOBAL,,,8725 NW 18th Terrace SUITE 402,Doral,FL,33172,caller," "," ",NO,NO," "
LYNNHURST LOGISTICS,,,9845 West 74th Street,Eden Prairie,MN,55344,caller," ",30,NO,NO," "
MARINER LOGISTICS,,,1021 Clinton Industrial Park Rd,Clinton,MS,39056,caller," ",30,YES,NO," "
Mesitis DWC LLC,9173009731,,Business Center Logistics City,Dubai,Dubai,3906667,caller," ",30,NO,NO," "
Mesitis Group,9173009731,,142 W 57TH ST.,NEW YORK,NY,10019,caller," ",30,NO,NO," "
MeyCorp,,,121 S Estes Dr,Chapel Hill,NC,27514,caller," ",30,YES,NO," "
MeyCorp - Internal,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
MLM TRANSPORT,,,260 Seven Farms Drive,Charleston,SC,29492,caller," ",30,NO,NO," "
MODE TRANSPORTATION,,,11104 West Airport Boulevard,Stafford,TX,77477,caller," ",30,NO,NO," "
MONGOOSE FREIGHT SOLUTIONS,,,9649 West Wingfoot Road,Houston,TX,77041,caller," ",30,NO,NO," "
MONTGOMERY LOGISTICS,,,1801 5th Ave N,Birmingham,AL,35203,caller," ",30,NO,NO," "
MRB LOGISTICS`,,,1431 Greenway Dr,Irving,TX,75038,caller," ",30,NO,NO," "
MRS GLOBAL LOGISTICS LLC,,,66 West Flagler Street suite 900,Miami,FL,33130,caller," ",30,NO,NO," "
MTS Logistics,,,5 West 37th Street,New York,NY,10018,caller," ",30,NO,NO," "
NAM MAERSK FREIGHT BROKERAGE,,,20 Tower Rd,South Brunswick Township,NJ,08810,caller," ",30,NO,NO," "
National Chassis,2814701903,,816 W Barbours Cut Blvd,La Porte,TX,77571,caller," "," ",NO,NO," "
NAUTILUS LOGISTICS,2815010081,,9159 Wallisville Rd.,Houston,TX,77029,caller," ",30,NO,NO," "
NAV Logistics Inc,7132777313,,16330 Placewood Ct,Houston,TX,77084,caller," ",30,NO,NO," "
NDS YARD,,,10315 Red Bluff Rd,Pasadena,TX,77507,ALL," "," ",NO,NO," "
NEXT MODAL,,,9955 Northwest 31st Street,Coral Springs,FL,33065,caller," ",30,NO,NO," "
NOLAN TRANSPORTATION GROUP,,,1735 Founders Pkwy,Alpharetta,GA,30009,"caller,consignee,shipper,containerReturn,chassisTermination,chassisPick"," ",30,YES,NO," "
NVR FREIGHT,,,1815 South Meyers Road,Villa Park,IL,60181,caller," ",30,NO,NO," "
NVR Internal,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
"OEC FREIGHT (NY), INC.",,,11960 WESTLINE INDUSTRIAL DRIVE,Maryland Heights,MO,63043,caller," ",30,NO,NO," "
"OEC FREIGHT (SEATTLE), INC.",,,500 Naches Avenue Southwest,Renton,WA,98057,caller," ",30,NO,NO," "
Oklahoma Steel,,,1297 Smiley rd,Madill,OK,73446,"consignee,shipper,containerReturn,caller"," "," ",NO,NO," "
OMEGA FREIGHT EXPEDITED INC.,,,308 Howard Avenue,Des Plaines,IL,60018,caller," "," ",NO,NO," "
PACAVOLOGISTICS,,,1485 E SAM HOUSTON PKWY,MANVEL,TEXAS,77578,caller," ",30,NO,NO," "
Pace Logistics,,,112 South Tryon Street,Charlotte,NC,28284,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," ",30,NO,NO," "
PACOCEAN FORWARDING,,,90 S. Spruce Ave C-1,South San Francisco,CA,94080,caller," ",30,NO,NO," "
PAGE & JONES,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
PALMER LOGISTICS BAYTOWN,,,1100 South Farm-to-Market 565 Road,Baytown,TX,77523,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
PATTON LOGISTICAL SERVICES LLC,,,"1400 COMMERCE BLVD, SUITE 9",Anniston,AL,36206,caller," ",30,NO,NO," "
PBP,,,5055 Grand Parkway,Baytown,TX,77523,caller," ",30,NO,NO," "
PELICAN PACKAGING,,,3850 Williams Drive,West Orange,TX,77630,caller," ",30,NO,NO," "
Pentonix Freight,,,7873 Will Rogers Blvd,Fort Worth,TX,76140,caller," ",30,NO,NO," "
PINK PANTHER LOGISTICS,,,PO BOX 816268 Dallas 75381 TX US,Dallas,TX,75381,"caller,shipper,containerReturn"," ",30,NO,NO," "
Polo 4PL,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
POLO 4PL,,,630 N Rosemead Blvd,Pasadena,CA,91107,caller," "," ",NO,NO," "
"PRIME SHIPPING INTERNATIONAL, INC",,,"17595 ALMAHURST RD, SUITE 209",City of Industry,CA,91748,caller," ",30,NO,NO," "
PRIMO,,,9850 NW 41st St,Doral,FL,33178,caller," ",30,NO,NO," "
PRIORITY 1,,,North Little Rock,North Little Rock,AR,72115,caller," ",30,NO,NO," "
Pro Solutions Logistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," ",14,NO,NO," "
PROSPONSIVE LOGISTICS,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," ",30,NO,NO," "
PUNCH LOGISTICS,,,1103 Caspian Ln,Houston,TX,77090,caller," "," ",NO,NO," "
"Pusan Pipe America, Inc. DBA Seah Steel America",,,2100 Main St,Irvine,CA,92614,caller," "," ",NO,NO," "
QMS LOGISTICS,,,"2125 BISCAYNE BLVD, SUITE 204 #7712",Miami,FL,33137,caller," ",30,NO,NO," "
QUANTIX,,,8947 Market St,Houston,TX,77029,caller," ",30,YES,NO," "
QUARTZ LOGISTICS,,,182-23 150TH AVENUE SUITE E,Springfield Gardens,NY,11413,caller," "," ",NO,NO," "
QUICK LOGISTICS SOLUTION INC,,,PO BOX 8013,Mount Pocono,PA,18344,caller," ",30,NO,NO," "
QUICK US,,,8404 Northwest 90th Street,Medley,FL,33166,caller," ",30,NO,NO," "
Rainbow Agro Supply Chain,,,Po Box 1005,Fulshear,TX,77441,caller,20000,30,NO,NO,USD
RAPID DEPLOYMENT SHELTER LLC,,,28610 HWY 290 E SUITE F09 #102,Cypress,TX,77433,caller," "," ",NO,NO," "
REAL MATTER LLC,,,16192 Coastal Highway,Lewes,DE,19958,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," ",30,NO,NO," "
RJ BRANDS LLC DBA CHEFMAN,8455709328,MONA TOM LIANG,Performance Dr,Mahwah,NJ,07495,caller," ",30,NO,NO," "
RMW GLOBAL TRADE AND CONSULTING FZE,,lina mejia,Free Zone Building C1,Ajman,Ajman,00000,caller,10000,30,NO,NO,USD
RoadOne Logistics Solutions LLC,8135562920,MATT BRADY,8920 Brittany Way,Tampa,FL,33619,caller," ",30,NO,NO," "
ROAR LOGISTICS,,,4700 W Sam Houston Pkwy N,Houston,TX,77041,caller," ",30,NO,NO," "
ROPE INTERNATIONAL LOGISTICS LLC,2012863112,GIZEM DALKILIC,18 Devon Drive,West Orange,NJ,07052,caller," ",30,NO,NO," "
RRR UNIFIED,,,4117 Meadowlark Rd,Ardmore,OK,73401,caller," ",30,NO,NO," "
RTW Logistics Inc,,,1500 CityWest Boulevard Suite 425,Houston,TX,77042,caller," ",30,NO,NO," "
RTW LOGISTICS INC DBA SAR LOGISTICS,,,1500 CityWest Boulevard,Houston,TX,77042,"consignee,caller"," "," ",NO,NO," "
RULE,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
Rule Logistics,3054337260,Jonathan Alfonso,4120 W 104th St,Hialeah,FL,33018,caller," ",30,NO,NO," "
RUSH TRANSLOGISTICS INC,,,1111 LINCOLN RD FLOOR 5,Miami Beach,FL,33139,caller," ",30,NO,NO," "
RXO CAPACITY SOLUTIONS LLC,,,PO BOX 49069,Charlotte,NC,28227,caller," ",30,NO,NO," "
RXO FREIGHT FORWARDING INC,,,11215 North Community House Road,Charlotte,NC,28277,caller," ",30,NO,NO," "
RXO FREIGHT FORWARDING INC (SILK MILE),,,10300 Northwest 19th Street,Doral,FL,33172,caller," ",30,NO,NO," "
RYAN TRANSPORTATION,,,1485 Sam Houston Parkway South STE#100,Pasadena,TX,77503,caller," ",30,NO,NO," "
S&S TIRE (FIRESTONE),,,7340 Julie Frances Dr,Shreveport,LA,71129,ALL," "," ",NO,NO," "
Sampco Inc.,,,651 W Washington Blvd.,Chicago,IL,60661,caller," ",30,NO,NO," "
SANDRA LOGISTICS,,,3133 Hill Point St,Minneola,FL,34715,caller," ",30,NO,NO," "
SB ENTERPRISES,,,100 Andover Bypass Street,North Andover,MA,01845,"caller,consignee"," ",30,NO,NO," "
SBD Chemicals,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
"Schneider National, Inc.",,,911 Glory Rd,Green Bay,WI,54304,caller," "," ",NO,NO," "
SDB,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," ",30,NO,NO," "
SEG Solar,,,10625 Telge Road,Houston,TX,77095,"shipper,caller"," "," ",NO,NO," "
Selecta Resources,,,939 Coast Boulevard,San Diego,CA,92037,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
Shah Logistics,,,2641 Riverport Road,Chattanooga,TN,37406,caller," ",30,NO,NO," "
SHIP SECURE,,,12087 Lopez Canyon Rd,SYLMAR,CA,91342,caller," ",30,NO,NO," "
SHIP WITH CASE,,,1485 East Sam Houston Pkwy S,Pasadena,TX,77503,caller," ",30,NO,NO," "
SIXSENSE TECH IN,4344240608,,25 Saddlemead Way NE,Calgary,AB,T3J 4J5,caller," "," ",NO,NO," "
Smarter Logistics LLC,7547785929,,9744 W Sample Rd,Coral Springs,FL,33065,caller," "," ",NO,NO," "
SMC Project Management LLC,,,21143 Hawthorne Blvd.,Torrance,CA,90503,caller," ",30,NO,NO," "
SNA CARGO INC,,,125 Maiden Lane,New York,NY,10038,caller," ",30,NO,NO," "
SOBEL WESTEX CORPORATION,7028362307,,2670 Western Ave,Las Vegas,NV,89109,"caller,consignee,shipper,containerReturn"," ",30,NO,NO," "
SOLL INTERNATIONAL INC,,,24050 Madison St,Torrance,CA,90505,caller," ",30,YES,NO," "
SourceOne Transportation,9727396844,jennie Elliot,6701 Midway Road,Haltom City,TX,76148,caller," ",30,NO,NO," "
Southern Star Unlimited LLC,,,PO BOX 718,Banks,OR,97106,caller," ",30,NO,NO," "
Southwest Heat Treat,,,1733 Lauder rd,Houston,TX,77039,"consignee,shipper,containerReturn,caller"," "," ",NO,NO," "
SPIN WHEELS TRUCKING,,,4226 Mahal Avenue,Cary,NC,27519,caller," ",30,NO,NO," "
Star Global Logistics Group,,,5244 N Sam Houston Pkwy E,Houston,TX,77032,"caller,consignee"," ",30,NO,NO," "
STAR PLASTRADE INC.,,,29 Haralson Court,Livingston,NJ,07039,caller," "," ",NO,NO," "
STAVIAN CHEMICAL AMERICA,,,13333 Northwest Freeway,Houston,TX,77040,caller," ",30,NO,NO," "
Steam Logistics,,,328 Broad St,Chattanooga,TN,37402,caller," ",30,YES,NO," "
STG Logistics,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," "," ",NO,NO," "
SUPER CEMENT,,,Changling County,Songyuan,TX,131533,caller," ",30,NO,NO," "
Super Ego Logistics,6305560582,,677 N. Larch Ave,Elmhurst,IL,60126,caller," "," ",NO,NO," "
Supreme,,,8502 Fallbrook Drive,Houston,TX,77064,"caller,consignee"," "," ",NO,NO," "
SURFACE ONE,,,1035 North Todd Avenue,Azusa,CA,91702,caller," ",30,NO,NO," "
Swan Trans,8435748601,,01 E Bay St 407,Charleston,SC,29401,caller," ",30,NO,NO," "
SWIFT CARGO,,,295 Pierson Ave #103,Edison,NJ,08837,caller," ",30,NO,NO," "
TANAGER LOGISTICS,,,PO BOX 201642,San Antonio,TEXAS,78220,caller," ",30,NO,NO," "
Tarquin Polymers & Colors Inc,,,13313 southwest freeway Suite 194,Sugar Land,TX,77478,caller," ",30,NO,NO," "
TAZMANIAN FREIGHT SYSTEMS INC.,,,2201 Sweeney Drive,Clinton,PA,15026,caller," ",30,NO,NO," "
Techylive Inc DBA Logistics Group of America,,,640 Bailey Road,Pittsburg,CA,94565,caller," ",30,NO,NO," "
Tenet Logistics,,,1149 Ellsworth Drive,Pasadena,TX,77506,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
TGP Logistics Inc.,,,16945 Northchase Dr,Houston,TX,77060,caller,25000,38,NO,NO," "
THE PLASTICS EXCHANGE,3122020002,Gordy Greenberg,28230 N 69th St,Scottsdale,AZ,85266,"caller,consignee,shipper,containerReturn,chassisTermination,chassisPick"," ",30,NO,NO," "
Tigerhawk - Internal,,,1485 East Sam Houston Parkway South Suite 140,Pasadena,TX,77503,"caller,shipper,containerReturn,consignee,chassisTermination,chassisPick"," "," ",NO,NO," "
TITAN SERVICES,,,755 Port America Place,Grapevine,TX,76051,caller," ",30,NO,NO," "
TMT USA Inc,,,340 North Sam Houston Parkway East,Houston,TX,77060,caller," ",30,NO,NO," "
TODAH LOGISTICS GROUP,,,11211 Katy Fwy,Houston,TX,77079,caller," ",30,NO,NO," "
Top Notch Freight Systems,,,6804 S Texas 6 Suite 281,Houston,TX,77083,caller," ",30,NO,NO," "
Total Quality Logistics,,,PO Box 799,Milford,OH,45150,caller," ",30,NO,NO," "
Total Quality Logistics (AMAZON CARTS),,,PO BOX 799,Milford,OH,45150,caller," ",30,NO,NO," "
TRAFFIX USA,,,141 W Jackson Blvd,Chicago,IL,60604,caller," ",30,NO,NO," "
TRAILER BRIDGE,,,10405 New Berlin Rd,Jacksonville,FL,32226,caller," ",30,NO,NO," "
Transcargo,,,848 Brickell Avenue,Miami,FL,33131,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
TransGlobal,,,16945 Northchase Dr Houston 77060 TX United States,Houston,TX,77060,caller,25000,38,NO,NO," "
TRANSJET CARGO,,,325 South College Avenue,Indianapolis,IN,46202,caller," "," ",NO,NO," "
TRANSMODAL SUPPLY CHAIN MANAGEMENT CO.,,,2150 South Central Expressway Suite 200,McKinney,TX,75070,caller," ",30,NO,NO," "
Transportation Services of America,,,"P.O. BOX 311, FORDS, NJ, 08863",Woodbridge Township,NJ,08863,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," ",30,NO,NO," "
Trilogy Logistics INC.,2242201076,Nick Militello,950 North Edgewood Avenue,Wood Dale,IL,60191,caller," ",30,NO,NO," "
TRINITY SHIPPING COMPANY,,,PO BOX 367,Wrightsville Beach,NC,28480,caller," ",30,NO,NO," "
Troy Logistics,,,2080 Genoa Red Bluff Rd,Houston,TX,77034,caller," ",30,NO,NO," "
TRUCKMAN TRANSPORT,,,4811 Underwood Road,Pasadena,TX,77507,caller," ",30,NO,NO," "
TX Plastic,,,7625 Parkhurst Drive,Houston,TX,77028,"consignee,caller"," "," ",NO,NO," "
UAB Timberis,7067455628,dovydas kinderys,susves 36,Kampai II,Kedah,LT-54342,caller," "," ",NO,NO," "
Uniship Cargo LLC,9087658090,eddie,1601 Pennsylvania Avenue,Linden,NJ,07036,caller," ",30,NO,NO," "
US PLY,,,9400 NW 104th St,Medley,FL,33178,caller," ",30,NO,NO," "
USA PRIME AGENCY,,,17595 Almahurst Street,City of Industry,CA,91748,caller," "," ",NO,NO," "
USA WHEEL - TELEPHONE RD,,,9122 Telephone Rd,Houston,TX,77075,ALL," "," ",NO,NO," "
USFS INC,,,2796 Halfaker Way,Greenwood,IN,46143,caller," ",30,NO,NO," "
"UWL, INC.",,,1051 Perimeter Drive,Schaumburg,IL,60173,caller," ",30,NO,NO," "
VALUE LOGISTICS INC,6786218558,HEAVEN CHRIST,26133 US HWY 19 N SUITE 30,Atlanta,GA,30350,caller," ",30,NO,NO," "
VAREKAMP PROJECT SERVICES B.V.,3108813432,Wouter van Munster,"Parkstraat 6, 3016 BD",Rotterdam,0,0,caller," ",15,NO,NO," "
VEE EXPRESS,,,8711 Citypark Loop,Houston,TX,77013,"caller,shipper,containerReturn,consignee"," ",30,YES,NO,USD
VELOX,,,5244 NORTH SAM HOUSRON PKWY EAST  Houston 77032 TX US,Houston,TX,77032,caller," ",30,NO,NO," "
VILKON,,,6506 South 209th Street,Kent,WA,98032,"caller,consignee,chassisTermination,chassisPick,shipper,containerReturn"," "," ",NO,NO," "
VINEYARD BROKERAGE,3175763166,EVA JONES,"450 East 96th Street, Suite 500",Indianapolis,IN,46240,caller," ",30,NO,NO," "
Visible SCM DBA Maersk ECL,,,5160 Wiley Post Way,Salt Lake City,UT,84116,"caller,consignee"," ",30,NO,NO," "
Vital WorldWide Logistics,,,91 New England Avenue,Piscataway,NJ,08854,caller," ",30,NO,NO," "
Warrior Truckin,,,900 Paramount Parkway,Batavia,IL,60510,caller," "," ",NO,NO," "
WATCO,,,14035 Industrial Rd,Houston,TX,77015,caller," ",30,NO,NO," "
WEIDA FREIGHT SYSTEM,,,1309 Walnut Park Way,Compton,CA,90220,caller," ",30,NO,NO," "
WERNER LOGISTICS,,,900 Circle 75 Pkwy,Atlanta,GA,30339,caller," ",30,NO,NO," "
"WESHIP TRANSPORT, INC.",7739996343,Ryan Li,"1475 Thorndale Ave, Suite A",Itasca,IL,60143,caller," ",30,NO,NO," "
Whitebull Logistics LLC,7135746544,Mike Davis,"7324 SOUTHWEST FWY, STE TOWER 2",Houston,TX,77074-2012,caller," ",30,NO,NO," "
WILDCAT LOGISTICS,,,1301 1st Avenue SUITE 201,Columbus,GA,31901,caller," ",30,NO,NO," "
WOODGRAIN-HOUSTON,,,4343 Kennedy Commerce Drive,Houston,TX,77032,"caller,consignee,shipper,containerReturn,chassisTermination,chassisPick"," "," ",NO,NO," "
WORLD EXPRESS,,,12946 Dairy Ashford Rd,Sugar Land,TX,77478,caller," ",30,NO,NO," "
World Express Cargo,,,1485 East Sam Houston Parkway South,Pasadena,TX,77503,caller," ",30,NO,NO," "
WORLD OF WOODS LLC,,,304 S JONES BLVD #7170,Las Vegas,NV,89107,caller," "," ",NO,NO," "
WORLDWIDE LOGISTICS PARTNERS INC.,,,1540 Carlemont Drive,Crystal Lake,IL,60014,caller," "," ",NO,NO," "
WRIST SHIP SUPPLY,,,"4129 Greenshadow Drive, Suite 200",Pasadena,TX,77503,"caller,consignee,shipper,containerReturn"," ",30,NO,NO," "
Wynca,,,3050 Metro Dr,Bloomington,MN,55425,caller," ",30,YES,NO," "
XINGFA USA CORPORATION,,,16200 PARK ROW DR. SUITE 195,HOUSTON,TX,77084,caller," ",30,NO,NO," "
Xios Global,8667457447,,1908 N. Memorial Way,Houston,TX,77007,caller," ",30,NO,NO," "
XP SHIPPING LOGISTICA COMPLETA LTDA,4732244594,EVANDRO COSTA,240 Avenida Ministro Victor Konder,Fazenda,SC,88301-700,caller,5000,15,NO,NO,USD
YELLOW DIAMOND CONSULTANTS LLC,,,2915 Commers Drive,Eagan,MN,55121,caller," ",30,NO,NO," "
